,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,T11,T10,T12,T13,T14,T15,T16,T17,T18,T19
M1544,,,,,,,,,,,,,,,,,,,,
M1551,,,,,,,,,,,,,,,,,,,,
M1524,,,,,,,,,,,,,,,,,,,,
M1418,,,,,,,,,,,,,,,,,,,,
M1464,,,,,,,,,,,,,,,,,,,,
M1477,,,,,,,,,,,,,,,,,,,,
M1534,,,,,,,,,,,,,,,,,,,,
M1577,,,,,,,,,,,,,,,,,,,,
M1450,,,,,,,,,,,,,,,,,,,,
M1478,,,,,,,,,,,,,,,,,,,,
M1536,,,,,,,,,,,,,,,,,,,,
M1569,,,,,,,,,,,,,,,,,,,,
M1476,,,,,,,,,,,,,,,,,,,,
M1526,,,,,,,,,,,,,,,,,,,,
M1501,,,,,,,,,,,,,,,,,,,,
M1581,,,,,,,,,,,,,,,,,,,,
M1441,,,,,,,,,,,,,,,,,,,,
M1514,,,,,,,,,,,,,,,,,,,,
M1535,,,,,,,,,,,,,,,,,,,,
M1515,,,,,,,,,,,,,,,,,,,,
M1579,,,,,,,,,,,,,,,,,,,,
M1405,,,,,,,,,,,,,,,,,,,,
M1470,,,,,,,,,,,,,,,,,,,,
M1496,,,,,,,,,,,,,,,,,,,,
M1571,,,,,,,,,,,,,,,,,,,,
M1527,,,,,,,,,,,,,,,,,,,,
M1555,,,,,,,,,,,,,,,,,,,,
M1576,,,,,,,,,,,,,,,,,,,,
M1521,,,,,,,,,,,,,,,,,,,,
M1523,,,,,,,,,,,,,,,,,,,,
M1485,,,,,,,,,,,,,,,,,,,,
M1412,,,,,,,,,,,,,,,,,,,,
M1510,,,,,,,,,,,,,,,,,,,,
M1503,,,,,,,,,,,,,,,,,,,,
M1481,,,,,,,,,,,,,,,,,,,,
M1590,,,,,,,,,,,,,,,,,,,,
M1421,,,,,,,,,,,,,,,,,,,,
M1438,,,,,,,,,,,,,,,,,,,,
M1448,,,,,,,,,,,,,,,,,,,,
M1443,,,,,,,,,,,,,,,,,,,,
M1490,,,,,,,,,,,,,,,,,,,,
M1566,,,,,,,,,,,,,,,,,,,,
M1439,,,,,,,,,,,,,,,,,,,,
M1465,,,,,,,,,,,,,,,,,,,,
M1445,,,,,,,,,,,,,,,,,,,,
M1434,,,,,,,,,,,,,,,,,,,,
M1437,,,,,,,,,,,,,,,,,,,,
M1425,,,,,,,,,,,,,,,,,,,,
M1541,,,,,,,,,,,,,,,,,,,,
M1517,,,,,,,,,,,,,,,,,,,,
M1507,,,,,,,,,,,,,,,,,,,,
M1498,,,,,,,,,,,,,,,,,,,,
M1447,,,,,,,,,,,,,,,,,,,,
M1400,,,,,,,,,,,,,,,,,,,,
M1572,,,,,,,,,,,,,,,,,,,,
M1460,,,,,,,,,,,,,,,,,,,,
M1506,,,,,,,,,,,,,,,,,,,,
M1585,,,,,,,,,,,,,,,,,,,,
M1427,,,,,,,,,,,,,,,,,,,,
M1558,,,,,,,,,,,,,,,,,,,,
M1409,,,,,,,,,,,,,,,,,,,,
M1552,,,,,,,,,,,,,,,,,,,,
M1433,,,,,,,,,,,,,,,,,,,,
M1597,,,,,,,,,,,,,,,,,,,,
M1522,,,,,,,,,,,,,,,,,,,,
M1491,,,,,,,,,,,,,,,,,,,,
M1417,,,,,,,,,,,,,,,,,,,,
M1559,,,,,,,,,,,,,,,,,,,,
M1403,,,,,,,,,,,,,,,,,,,,
M1557,,,,,,,,,,,,,,,,,,,,
M1553,,,,,,,,,,,,,,,,,,,,
M1446,,,,,,,,,,,,,,,,,,,,
M1554,,,,,,,,,,,,,,,,,,,,
M1426,,,,,,,,,,,,,,,,,,,,
M1472,,,,,,,,,,,,,,,,,,,,
M1479,,,,,,,,,,,,,,,,,,,,
M1539,,,,,,,,,,,,,,,,,,,,
M1458,,,,,,,,,,,,,,,,,,,,
M1546,,,,,,,,,,,,,,,,,,,,
M1420,,,,,,,,,,,,,,,,,,,,
M1595,,,,,,,,,,,,,,,,,,,,
M1582,,,,,,,,,,,,,,,,,,,,
M1462,,,,,,,,,,,,,,,,,,,,
M1483,,,,,,,,,,,,,,,,,,,,
M1402,,,,,,,,,,,,,,,,,,,,
M1584,,,,,,,,,,,,,,,,,,,,
M1456,,,,,,,,,,,,,,,,,,,,
