,T0,T4,T2,T3,T1,T5,T6,T8,T7,T9,T10,T14,T13,T12,T11,T15,T19,T17,T16,T18,T20,T23,T24,T21,T22,T25,T26,T28,T29,T27,T30,T31,T32,T34,T33,T35,T36,T39,T37,T38
M673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
